file length: 10000
fixed file:  false
order replicate index language algorithm seconds
1426 96 10 Java Mergesort 0.39422
1427 96 6 Go Binarytree 0.16450
1428 96 3 C++ Binarytree 0.12448
1429 96 13 Python Mergesort 0.41705
1430 96 12 Python Binarytree 0.45105
1431 96 0 C# Binarytree 0.12956
1432 96 4 C++ Mergesort 0.08373
1433 96 2 C# Quicksort 0.13751
1434 96 14 Python Quicksort 0.42676
1435 96 11 Java Quicksort 0.40919
1436 96 9 Java Binarytree 0.35234
1437 96 7 Go Mergesort 0.15863
1438 96 1 C# Mergesort 0.10399
1439 96 5 C++ Quicksort 0.09950
1440 96 8 Go Quicksort 0.17453
1441 97 10 Java Mergesort 0.40596
1442 97 9 Java Binarytree 0.29360
1443 97 5 C++ Quicksort 0.07477
1444 97 11 Java Quicksort 0.32249
1445 97 12 Python Binarytree 0.39325
1446 97 3 C++ Binarytree 0.12916
1447 97 7 Go Mergesort 0.17266
1448 97 6 Go Binarytree 0.25888
1449 97 8 Go Quicksort 0.26272
1450 97 0 C# Binarytree 0.09764
1451 97 4 C++ Mergesort 0.10649
1452 97 2 C# Quicksort 0.11164
1453 97 14 Python Quicksort 0.30869
1454 97 13 Python Mergesort 0.36958
1455 97 1 C# Mergesort 0.14180
1456 98 13 Python Mergesort 0.34361
1457 98 5 C++ Quicksort 0.08903
1458 98 12 Python Binarytree 0.39783
1459 98 3 C++ Binarytree 0.09524
1460 98 1 C# Mergesort 0.09864
1461 98 2 C# Quicksort 0.11315
1462 98 14 Python Quicksort 0.36939
1463 98 8 Go Quicksort 0.21350
1464 98 7 Go Mergesort 0.27239
1465 98 4 C++ Mergesort 0.13762
1466 98 6 Go Binarytree 0.16365
1467 98 10 Java Mergesort 0.41242
1468 98 11 Java Quicksort 0.44807
1469 98 0 C# Binarytree 0.12581
1470 98 9 Java Binarytree 0.37495
1471 99 0 C# Binarytree 0.12274
1472 99 3 C++ Binarytree 0.10445
1473 99 11 Java Quicksort 0.34861
1474 99 2 C# Quicksort 0.09860
1475 99 1 C# Mergesort 0.09267
1476 99 5 C++ Quicksort 0.07973
1477 99 9 Java Binarytree 0.40700
1478 99 4 C++ Mergesort 0.12561
1479 99 6 Go Binarytree 0.24523
1480 99 7 Go Mergesort 0.21601
1481 99 10 Java Mergesort 0.34626
1482 99 8 Go Quicksort 0.26419
1483 99 13 Python Mergesort 0.36072
1484 99 12 Python Binarytree 0.42172
1485 99 14 Python Quicksort 0.35183
1486 100 7 Go Mergesort 0.22580
1487 100 12 Python Binarytree 0.46091
1488 100 0 C# Binarytree 0.09834
1489 100 14 Python Quicksort 0.34027
1490 100 2 C# Quicksort 0.11241
1491 100 1 C# Mergesort 0.13652
1492 100 10 Java Mergesort 0.34600
1493 100 3 C++ Binarytree 0.15384
1494 100 13 Python Mergesort 0.35901
1495 100 5 C++ Quicksort 0.07403
1496 100 9 Java Binarytree 0.34989
1497 100 11 Java Quicksort 0.35996
1498 100 8 Go Quicksort 0.15926
1499 100 6 Go Binarytree 0.16767
1500 100 4 C++ Mergesort 0.08249
